investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV001605,2025-12-01,100033,SIP,823,Uttar Pradesh,Kanpur,B30,26-35,Female,12.4,Mandate,VERIFIED
INV004091,2025-12-01,120507,SIP,549,Tamil Nadu,Chennai,T30,26-35,Male,7.2,UPI,VERIFIED
INV003214,2025-12-01,119092,SIP,2941,Punjab,Chandigarh,T30,36-45,Male,18.2,Mandate,VERIFIED
INV004778,2025-12-01,125497,Lumpsum,328352,Telangana,Hyderabad,T30,26-35,Female,14.4,UPI,VERIFIED
INV001967,2025-12-01,149322,SIP,6148,Rajasthan,Jaipur,T30,26-35,Male,17.9,Net Banking,VERIFIED
INV004131,2025-12-01,125498,Lumpsum,70907,Uttar Pradesh,Kanpur,B30,26-35,Male,10.3,Cheque,VERIFIED
INV001080,2025-12-01,101207,SIP,2975,Tamil Nadu,Chennai,T30,18-25,Female,7.3,UPI,VERIFIED
INV001507,2025-12-01,119598,Redemption,324276,Uttar Pradesh,Lucknow,T30,26-35,Male,20.4,Mandate,VERIFIED
INV003794,2025-12-01,149322,SIP,2556,Gujarat,Ahmedabad,T30,26-35,Male,22.1,Net Banking,VERIFIED
INV004123,2025-12-01,119095,SIP,12909,Haryana,Gurugram,T30,36-45,Male,53.8,Net Banking,VERIFIED
INV002931,2025-12-01,119095,Lumpsum,473782,Tamil Nadu,Coimbatore,B30,56+,Female,32.4,Mandate,VERIFIED
INV000010,2025-12-01,119093,SIP,12741,Maharashtra,Pune,T30,36-45,Male,13.6,Mandate,VERIFIED
INV001168,2025-12-01,118635,Lumpsum,423792,West Bengal,Kolkata,T30,46-55,Male,50.9,Cheque,VERIFIED
INV000331,2025-12-01,100016,SIP,552,Madhya Pradesh,Indore,T30,36-45,Male,15.5,Net Banking,PENDING
INV000285,2025-12-01,100025,Lumpsum,354054,Madhya Pradesh,Indore,T30,18-25,Female,3.6,Mandate,PENDING
INV001738,2025-12-01,148567,SIP,2215,Karnataka,Bangalore,T30,36-45,Female,41.2,Cheque,VERIFIED
INV003373,2025-12-01,119598,SIP,5036,Gujarat,Surat,T30,56+,Male,62.9,Net Banking,VERIFIED
INV002659,2025-12-01,119093,SIP,2777,Madhya Pradesh,Bhopal,B30,36-45,Female,56.5,Net Banking,VERIFIED
INV000782,2025-12-01,118636,SIP,953,Telangana,Hyderabad,T30,18-25,Male,4.4,UPI,PENDING
INV001811,2025-12-01,120504,Lumpsum,206965,Punjab,Amritsar,B30,18-25,Male,7.8,Net Banking,VERIFIED
INV001870,2025-12-01,120844,SIP,869,Madhya Pradesh,Indore,T30,26-35,Male,19.3,Mandate,VERIFIED
INV000745,2025-12-01,120505,SIP,2876,Punjab,Chandigarh,T30,26-35,Female,13.2,Cheque,VERIFIED
INV000366,2025-12-01,100025,Lumpsum,60963,Telangana,Hyderabad,T30,36-45,Male,55.4,Net Banking,VERIFIED
INV002927,2025-12-01,102885,SIP,7043,Punjab,Amritsar,B30,56+,Male,29.1,Cheque,VERIFIED
INV000014,2025-12-01,119120,SIP,8150,Tamil Nadu,Chennai,T30,18-25,Male,4.3,Mandate,VERIFIED
INV001769,2025-12-01,119093,SIP,7232,Punjab,Chandigarh,T30,18-25,Male,7.4,Mandate,VERIFIED
INV002890,2025-12-01,102885,Redemption,380348,Rajasthan,Jaipur,T30,36-45,Female,49.2,UPI,VERIFIED
INV000758,2025-12-01,120503,Lumpsum,116726,Delhi,New Delhi,T30,56+,Male,61.5,UPI,VERIFIED
INV000751,2025-12-01,119094,Lumpsum,168990,Uttar Pradesh,Kanpur,B30,36-45,Male,17.7,Mandate,VERIFIED
INV001853,2025-12-01,119598,Lumpsum,559883,Delhi,Noida,T30,18-25,Male,6.1,Mandate,VERIFIED
INV003631,2025-12-01,101206,SIP,8492,Rajasthan,Jaipur,T30,36-45,Male,26.3,Cheque,VERIFIED
INV000732,2025-12-01,118636,Redemption,24119,Haryana,Faridabad,B30,46-55,Female,40.8,Mandate,VERIFIED
INV000676,2025-12-01,118633,SIP,11671,Rajasthan,Udaipur,B30,56+,Male,71.7,Net Banking,VERIFIED
INV004997,2025-12-01,118635,Lumpsum,413275,Tamil Nadu,Coimbatore,B30,36-45,Female,54.3,Mandate,VERIFIED
INV000265,2025-12-01,119095,SIP,17386,Madhya Pradesh,Bhopal,B30,36-45,Male,14.1,UPI,VERIFIED
INV003792,2025-12-01,119095,SIP,17917,Maharashtra,Pune,T30,46-55,Male,17.9,Net Banking,VERIFIED
INV001208,2025-12-01,125497,SIP,23567,Gujarat,Ahmedabad,T30,56+,Male,18.7,Net Banking,VERIFIED
INV000203,2025-01-02,119552,Lumpsum,36915,Maharashtra,Nashik,B30,26-35,Male,16.0,Cheque,VERIFIED
INV003435,2025-01-02,102886,SIP,852,Maharashtra,Nashik,B30,26-35,Female,17.8,Mandate,PENDING
INV002915,2025-01-02,100016,SIP,23439,West Bengal,Kolkata,T30,18-25,Male,7.7,Cheque,VERIFIED
INV002341,2025-01-02,101207,SIP,2165,West Bengal,Kolkata,T30,36-45,Female,50.8,Mandate,VERIFIED
INV004022,2025-01-02,100025,Lumpsum,102886,Maharashtra,Nashik,B30,36-45,Male,21.9,UPI,VERIFIED
INV004229,2025-01-02,100016,SIP,817,Telangana,Hyderabad,T30,36-45,Female,59.1,UPI,VERIFIED
INV003430,2025-01-02,120506,Redemption,295015,Gujarat,Ahmedabad,T30,26-35,Female,14.8,UPI,VERIFIED
INV002618,2025-01-02,118632,SIP,486,Maharashtra,Mumbai,T30,36-45,Male,24.4,UPI,VERIFIED
INV003543,2025-01-02,119551,Redemption,108818,Maharashtra,Nashik,B30,26-35,Male,8.3,Mandate,VERIFIED
INV003705,2025-01-02,120505,SIP,5390,Telangana,Hyderabad,T30,26-35,Male,8.0,Net Banking,VERIFIED
INV004116,2025-01-02,119599,SIP,2331,Gujarat,Ahmedabad,T30,36-45,Male,59.4,Cheque,VERIFIED
INV002964,2025-01-02,100033,SIP,2143,Rajasthan,Udaipur,B30,46-55,Male,84.1,UPI,VERIFIED
INV002228,2025-01-02,100016,SIP,8272,Uttar Pradesh,Kanpur,B30,18-25,Male,7.7,Net Banking,VERIFIED
INV003842,2025-01-02,120506,Lumpsum,336822,Maharashtra,Pune,T30,36-45,Male,34.3,UPI,VERIFIED
INV000127,2025-01-02,120844,SIP,9781,Delhi,Gurugram,T30,18-25,Male,7.3,Cheque,VERIFIED
INV001775,2025-01-02,120842,SIP,16345,Uttar Pradesh,Kanpur,B30,26-35,Female,8.3,Cheque,VERIFIED
INV004366,2025-01-02,120506,Redemption,229204,Delhi,New Delhi,T30,46-55,Female,81.1,Cheque,VERIFIED
INV001103,2025-01-02,119095,Redemption,189809,Karnataka,Mysore,B30,26-35,Female,6.4,UPI,VERIFIED
INV004556,2025-01-02,120842,Redemption,275015,Punjab,Amritsar,B30,26-35,Male,18.6,Mandate,VERIFIED
INV001041,2025-01-02,118636,SIP,7848,Madhya Pradesh,Bhopal,B30,18-25,Male,5.1,UPI,VERIFIED
INV002208,2025-01-02,118636,SIP,589,Punjab,Chandigarh,T30,56+,Male,61.1,Net Banking,VERIFIED
INV004914,2025-01-02,120505,SIP,501,Karnataka,Mysore,B30,26-35,Female,13.4,Mandate,VERIFIED
INV004401,2025-01-02,120842,SIP,906,Rajasthan,Udaipur,B30,26-35,Male,22.6,Cheque,VERIFIED
INV004327,2025-01-02,119120,Lumpsum,337442,Madhya Pradesh,Bhopal,B30,26-35,Male,10.8,Cheque,VERIFIED
INV002693,2025-01-02,102886,Lumpsum,156919,Uttar Pradesh,Kanpur,B30,26-35,Male,22.5,UPI,VERIFIED
INV003121,2025-01-02,149324,Redemption,58902,Telangana,Hyderabad,T30,36-45,Male,13.7,Mandate,PENDING
INV001725,2025-01-02,119552,SIP,5395,Tamil Nadu,Coimbatore,B30,36-45,Male,30.0,Net Banking,VERIFIED
INV004132,2025-01-02,120844,Redemption,374541,Rajasthan,Jaipur,T30,18-25,Male,6.3,Mandate,VERIFIED
INV000085,2025-01-02,120505,SIP,26417,Gujarat,Surat,T30,26-35,Female,14.6,Cheque,VERIFIED
INV001354,2025-01-02,120507,Lumpsum,87975,Tamil Nadu,Coimbatore,B30,18-25,Male,7.0,Cheque,VERIFIED
INV000856,2025-01-02,120507,Lumpsum,289786,Madhya Pradesh,Indore,T30,26-35,Male,24.8,Cheque,VERIFIED
INV002835,2025-01-02,102887,SIP,16041,Haryana,Faridabad,B30,26-35,Male,11.2,UPI,VERIFIED
INV002809,2025-01-02,120507,SIP,2812,Uttar Pradesh,Agra,B30,36-45,Male,48.6,Mandate,VERIFIED
INV003356,2025-01-02,101206,SIP,484,Uttar Pradesh,Agra,B30,26-35,Female,11.0,Cheque,VERIFIED
INV002121,2025-01-02,100025,SIP,11002,Madhya Pradesh,Bhopal,B30,18-25,Female,3.5,Mandate,VERIFIED
INV000513,2025-01-02,119095,SIP,8670,Telangana,Hyderabad,T30,26-35,Male,12.8,Net Banking,PENDING
INV002627,2025-01-02,118632,Lumpsum,131316,West Bengal,Kolkata,T30,26-35,Male,19.0,UPI,VERIFIED
INV000873,2025-01-02,119551,SIP,1924,Uttar Pradesh,Lucknow,T30,26-35,Male,8.9,UPI,VERIFIED
INV001670,2025-01-02,125498,SIP,25509,West Bengal,Kolkata,T30,26-35,Male,16.5,Cheque,VERIFIED
INV002007,2025-01-02,102886,Redemption,470970,Haryana,Faridabad,B30,18-25,Male,4.2,UPI,VERIFIED
INV004459,2025-01-02,102886,SIP,1614,Maharashtra,Pune,T30,26-35,Female,9.2,UPI,VERIFIED
INV004054,2025-01-02,120843,Redemption,236590,Tamil Nadu,Chennai,T30,26-35,Female,6.4,Net Banking,VERIFIED
INV000040,2025-01-02,118636,SIP,5386,Karnataka,Mysore,B30,26-35,Male,14.7,Cheque,VERIFIED
INV003885,2025-01-02,118636,Redemption,130020,West Bengal,Kolkata,T30,36-45,Male,52.3,Cheque,VERIFIED
INV000894,2025-01-02,120507,Redemption,200629,Tamil Nadu,Coimbatore,B30,36-45,Female,32.0,Net Banking,VERIFIED
INV003467,2025-01-02,119120,SIP,2044,Madhya Pradesh,Indore,T30,46-55,Female,89.7,Net Banking,VERIFIED
INV002549,2025-01-02,120506,Redemption,264700,Delhi,New Delhi,T30,26-35,Male,12.5,Mandate,VERIFIED
INV000334,2025-01-02,100016,Redemption,275208,Uttar Pradesh,Lucknow,T30,56+,Male,22.6,UPI,VERIFIED
INV000415,2025-01-02,119094,Lumpsum,79179,Maharashtra,Pune,T30,36-45,Female,20.3,Net Banking,VERIFIED
INV001724,2025-01-02,119552,SIP,13119,Madhya Pradesh,Indore,T30,26-35,Female,11.9,Mandate,VERIFIED
INV001503,2025-01-02,149324,SIP,566,Telangana,Hyderabad,T30,18-25,Male,6.4,Mandate,VERIFIED
INV001834,2025-01-02,119599,SIP,15981,Gujarat,Ahmedabad,T30,26-35,Male,11.4,UPI,VERIFIED
INV003940,2025-01-02,120505,Lumpsum,382843,West Bengal,Kolkata,T30,36-45,Male,21.6,Mandate,VERIFIED
INV002124,2025-01-02,100033,Lumpsum,25071,Tamil Nadu,Coimbatore,B30,18-25,Male,5.0,Net Banking,VERIFIED
INV002933,2025-01-02,119120,Lumpsum,11180,Madhya Pradesh,Indore,T30,36-45,Female,39.4,UPI,VERIFIED
INV004551,2025-01-02,118635,SIP,2766,Maharashtra,Nashik,B30,18-25,Male,6.0,UPI,VERIFIED
INV003226,2025-01-02,149324,SIP,52853,Haryana,Gurugram,T30,26-35,Male,21.5,UPI,VERIFIED
INV002095,2025-01-02,100033,SIP,44354,Punjab,Amritsar,B30,26-35,Male,9.2,Mandate,VERIFIED
INV003024,2025-01-02,119120,Redemption,410406,Maharashtra,Pune,T30,36-45,Female,43.1,UPI,VERIFIED
INV001635,2025-01-02,119092,SIP,12788,Tamil Nadu,Chennai,T30,26-35,Male,18.6,UPI,VERIFIED
INV004199,2025-01-02,102887,SIP,2551,Tamil Nadu,Chennai,T30,56+,Male,76.5,UPI,VERIFIED
INV003120,2025-01-02,102887,SIP,8387,Punjab,Amritsar,B30,26-35,Male,19.1,Cheque,VERIFIED
INV000167,2025-02-02,125498,SIP,7505,Gujarat,Ahmedabad,T30,56+,Male,55.3,Net Banking,VERIFIED
INV002453,2025-02-02,125497,SIP,15885,Gujarat,Surat,T30,26-35,Female,16.1,Mandate,VERIFIED
INV004338,2025-02-02,118633,Redemption,57825,Maharashtra,Mumbai,T30,46-55,Female,82.5,UPI,VERIFIED
INV002590,2025-02-02,119095,SIP,8894,West Bengal,Kolkata,T30,36-45,Male,45.1,Cheque,VERIFIED
INV001497,2025-02-02,119599,SIP,3402,Maharashtra,Mumbai,T30,36-45,Male,56.8,UPI,VERIFIED
INV001039,2025-02-02,148569,SIP,425,Gujarat,Surat,T30,36-45,Male,12.8,Net Banking,VERIFIED
INV003799,2025-02-02,148569,SIP,2878,Punjab,Amritsar,B30,18-25,Male,5.6,Cheque,VERIFIED
INV000164,2025-02-02,149323,SIP,434,Rajasthan,Udaipur,B30,18-25,Male,6.0,Net Banking,VERIFIED
INV002942,2025-02-02,118633,Redemption,60475,Delhi,Noida,T30,36-45,Male,27.8,Mandate,VERIFIED
INV004687,2025-02-02,125498,SIP,8526,Madhya Pradesh,Bhopal,B30,36-45,Female,15.1,Mandate,VERIFIED
INV004650,2025-02-02,118632,Lumpsum,370485,Punjab,Chandigarh,T30,56+,Male,28.2,Mandate,VERIFIED
INV002223,2025-02-02,120506,SIP,407,Karnataka,Bangalore,T30,36-45,Female,40.7,Net Banking,VERIFIED
INV003767,2025-02-02,118636,SIP,44455,Madhya Pradesh,Bhopal,B30,36-45,Female,13.6,UPI,VERIFIED
INV004457,2025-02-02,120503,SIP,50184,Telangana,Hyderabad,T30,18-25,Male,6.7,Net Banking,VERIFIED
INV000449,2025-02-02,118633,SIP,24328,Haryana,Faridabad,B30,18-25,Male,6.8,UPI,PENDING
INV001312,2025-02-02,118634,Lumpsum,267613,Delhi,Noida,T30,26-35,Male,6.9,UPI,VERIFIED
INV001995,2025-02-02,102887,Redemption,433370,Gujarat,Surat,T30,26-35,Male,20.8,Net Banking,VERIFIED
INV003037,2025-02-02,101207,SIP,29201,Telangana,Hyderabad,T30,18-25,Female,7.6,Mandate,VERIFIED
INV000603,2025-02-02,100033,SIP,1074,West Bengal,Kolkata,T30,26-35,Male,17.3,UPI,VERIFIED
INV001972,2025-02-02,100016,Lumpsum,454504,Uttar Pradesh,Kanpur,B30,18-25,Male,4.6,Cheque,VERIFIED
INV000068,2025-02-02,148568,Redemption,417438,West Bengal,Kolkata,T30,18-25,Female,7.3,Net Banking,VERIFIED
INV001969,2025-02-02,120844,SIP,15319,Uttar Pradesh,Kanpur,B30,26-35,Male,9.7,Mandate,VERIFIED
INV001967,2025-02-02,118633,Lumpsum,458789,Rajasthan,Jaipur,T30,26-35,Male,17.9,Cheque,PENDING
INV002573,2025-02-02,119120,SIP,8328,Punjab,Amritsar,B30,26-35,Male,10.0,Cheque,VERIFIED
INV004607,2025-02-02,119599,SIP,1082,Telangana,Hyderabad,T30,26-35,Female,7.0,UPI,VERIFIED
INV003023,2025-02-02,118636,Lumpsum,85574,Gujarat,Ahmedabad,T30,26-35,Female,13.6,UPI,VERIFIED
INV003017,2025-02-02,101206,SIP,1003,West Bengal,Kolkata,T30,56+,Male,75.3,Mandate,PENDING
INV001939,2025-02-02,119599,Lumpsum,400764,West Bengal,Kolkata,T30,26-35,Male,21.2,Mandate,VERIFIED
INV003942,2025-02-02,120842,Redemption,189871,Haryana,Faridabad,B30,26-35,Female,23.3,UPI,VERIFIED
INV000559,2025-02-02,119599,SIP,29239,Madhya Pradesh,Indore,T30,26-35,Male,6.1,UPI,VERIFIED
INV000414,2025-02-02,119095,SIP,2715,Tamil Nadu,Chennai,T30,36-45,Male,21.9,Mandate,VERIFIED
INV000644,2025-02-02,100033,Lumpsum,199537,West Bengal,Kolkata,T30,26-35,Male,9.1,Net Banking,VERIFIED
INV004974,2025-02-02,120843,Redemption,263847,Gujarat,Ahmedabad,T30,56+,Female,62.6,Net Banking,VERIFIED
INV002520,2025-02-02,102887,Lumpsum,164655,Tamil Nadu,Chennai,T30,36-45,Male,48.9,Net Banking,VERIFIED
INV002579,2025-02-02,101207,SIP,46331,Maharashtra,Mumbai,T30,36-45,Male,30.1,Cheque,VERIFIED
INV000661,2025-02-02,118634,Redemption,164618,Haryana,Faridabad,B30,36-45,Male,46.8,Mandate,VERIFIED
INV000101,2025-02-02,119552,Lumpsum,282831,Madhya Pradesh,Indore,T30,26-35,Male,20.8,UPI,VERIFIED
INV001912,2025-02-02,119093,SIP,20771,Haryana,Gurugram,T30,26-35,Male,10.4,Cheque,VERIFIED
INV004372,2025-02-02,149324,SIP,1169,Haryana,Faridabad,B30,26-35,Female,22.9,Mandate,VERIFIED
INV004897,2025-02-02,125497,SIP,25684,Madhya Pradesh,Indore,T30,36-45,Male,38.1,Mandate,VERIFIED
INV003986,2025-02-02,125498,SIP,58409,Telangana,Hyderabad,T30,36-45,Male,44.2,Net Banking,VERIFIED
INV000480,2025-02-02,119095,SIP,5031,Maharashtra,Mumbai,T30,18-25,Male,6.2,Cheque,PENDING
INV001543,2025-02-02,119092,Lumpsum,438918,Delhi,New Delhi,T30,26-35,Male,21.1,Net Banking,VERIFIED
INV003069,2025-02-02,120843,SIP,840,Punjab,Chandigarh,T30,56+,Female,59.5,Mandate,VERIFIED
INV001656,2025-02-02,119092,SIP,518,Madhya Pradesh,Bhopal,B30,26-35,Male,19.4,Mandate,VERIFIED
INV000789,2025-02-02,118636,SIP,10609,Gujarat,Surat,T30,56+,Male,47.7,UPI,VERIFIED
INV001705,2025-02-02,119094,Redemption,136089,Haryana,Faridabad,B30,46-55,Male,84.3,Net Banking,VERIFIED
INV000818,2025-02-02,120844,Lumpsum,426588,Telangana,Hyderabad,T30,56+,Female,62.5,Mandate,VERIFIED
INV000224,2025-02-02,120844,SIP,28835,Telangana,Hyderabad,T30,26-35,Male,23.6,Net Banking,VERIFIED
INV002891,2025-02-02,100016,SIP,2723,Haryana,Faridabad,B30,36-45,Female,56.5,Mandate,PENDING
INV000873,2025-02-02,120506,Lumpsum,402735,Uttar Pradesh,Lucknow,T30,26-35,Male,8.9,UPI,VERIFIED
INV003531,2025-02-02,119551,SIP,1912,Delhi,Gurugram,T30,36-45,Male,41.9,Cheque,VERIFIED
INV003491,2025-02-02,120503,SIP,4017,Delhi,Noida,T30,46-55,Male,92.5,Mandate,VERIFIED
INV002859,2025-02-02,149322,Lumpsum,259048,Madhya Pradesh,Indore,T30,26-35,Male,20.1,UPI,VERIFIED
INV002075,2025-02-02,148568,SIP,3091,Uttar Pradesh,Lucknow,T30,36-45,Female,34.4,Cheque,VERIFIED
INV000860,2025-02-02,119598,Redemption,160706,Madhya Pradesh,Bhopal,B30,36-45,Female,51.8,Mandate,VERIFIED
INV002119,2025-02-02,119094,SIP,8327,Tamil Nadu,Coimbatore,B30,26-35,Female,11.8,Mandate,PENDING
INV002387,2025-02-02,120504,SIP,1071,Telangana,Hyderabad,T30,26-35,Male,13.1,Net Banking,VERIFIED
INV002304,2025-02-02,100033,SIP,6920,Karnataka,Mysore,B30,46-55,Male,57.7,Mandate,VERIFIED
INV004505,2025-02-02,100016,SIP,14185,Punjab,Amritsar,B30,26-35,Male,7.8,Net Banking,VERIFIED
INV001752,2025-02-02,119092,SIP,2592,Rajasthan,Udaipur,B30,26-35,Female,13.4,Net Banking,VERIFIED
INV002784,2025-02-02,119551,SIP,29553,Karnataka,Mysore,B30,26-35,Male,17.7,Net Banking,VERIFIED
INV002850,2025-02-02,100025,SIP,2099,Uttar Pradesh,Lucknow,T30,46-55,Male,76.5,UPI,VERIFIED
INV004505,2025-02-02,120503,SIP,545,Punjab,Amritsar,B30,26-35,Male,7.8,Net Banking,VERIFIED
INV000893,2025-02-02,119093,Redemption,101608,Punjab,Chandigarh,T30,46-55,Male,35.3,UPI,VERIFIED
INV000523,2025-02-02,149324,Lumpsum,107518,West Bengal,Kolkata,T30,36-45,Male,13.1,UPI,VERIFIED
INV000985,2025-02-02,101207,Lumpsum,135560,West Bengal,Kolkata,T30,26-35,Female,11.4,Cheque,VERIFIED
INV002082,2025-02-02,101206,SIP,403,Telangana,Hyderabad,T30,36-45,Male,59.5,Net Banking,VERIFIED
INV003565,2025-03-02,149323,SIP,2361,Gujarat,Surat,T30,26-35,Male,12.0,Cheque,VERIFIED
INV000892,2025-03-02,120505,Lumpsum,241580,Gujarat,Ahmedabad,T30,36-45,Male,26.4,UPI,VERIFIED
INV001442,2025-03-02,119095,SIP,13518,Uttar Pradesh,Lucknow,T30,26-35,Male,16.2,Mandate,VERIFIED
INV001642,2025-03-02,102885,Lumpsum,347622,Rajasthan,Jaipur,T30,56+,Female,20.5,Cheque,VERIFIED
INV002333,2025-03-02,149323,Lumpsum,324939,Uttar Pradesh,Kanpur,B30,26-35,Male,23.7,Net Banking,VERIFIED
INV003114,2025-03-02,102886,Lumpsum,316091,Rajasthan,Udaipur,B30,26-35,Female,21.7,Net Banking,VERIFIED
INV001869,2025-03-02,119598,Lumpsum,36910,Uttar Pradesh,Lucknow,T30,46-55,Male,30.6,Mandate,VERIFIED
INV001058,2025-03-02,120842,SIP,2232,Uttar Pradesh,Kanpur,B30,36-45,Male,28.2,Cheque,VERIFIED
INV002549,2025-03-02,119093,SIP,7568,Delhi,New Delhi,T30,26-35,Male,12.5,Mandate,VERIFIED
INV001876,2025-03-02,120843,Redemption,435984,Delhi,Gurugram,T30,36-45,Male,13.3,UPI,VERIFIED
INV000119,2025-03-02,118632,SIP,4658,Rajasthan,Jaipur,T30,26-35,Female,16.8,Net Banking,PENDING
INV004342,2025-03-02,118632,SIP,4492,Tamil Nadu,Coimbatore,B30,46-55,Female,22.1,Mandate,PENDING
INV004737,2025-03-02,125498,Lumpsum,439949,Madhya Pradesh,Indore,T30,46-55,Male,98.4,Cheque,VERIFIED
INV000081,2025-03-02,100016,SIP,21552,Gujarat,Surat,T30,36-45,Male,31.0,Mandate,VERIFIED
INV001092,2025-03-02,120503,Lumpsum,324794,Haryana,Gurugram,T30,26-35,Male,14.9,Mandate,VERIFIED
INV000101,2025-03-02,119598,Redemption,307979,Madhya Pradesh,Indore,T30,26-35,Male,20.8,UPI,VERIFIED
INV000554,2025-03-02,125497,SIP,5525,Delhi,Noida,T30,36-45,Male,12.3,Mandate,VERIFIED
INV003449,2025-03-02,119599,Lumpsum,241372,Gujarat,Ahmedabad,T30,56+,Male,10.0,UPI,VERIFIED
INV003783,2025-03-02,102886,Redemption,175636,Madhya Pradesh,Indore,T30,18-25,Male,3.5,Mandate,VERIFIED
INV000843,2025-03-02,102887,SIP,4210,Maharashtra,Mumbai,T30,26-35,Male,10.2,UPI,VERIFIED
INV004740,2025-03-02,100025,Lumpsum,170164,Tamil Nadu,Chennai,T30,56+,Male,43.4,Cheque,VERIFIED
INV004827,2025-03-02,120844,SIP,17917,Uttar Pradesh,Kanpur,B30,56+,Female,43.7,UPI,VERIFIED
INV000194,2025-03-02,120503,SIP,13264,Maharashtra,Pune,T30,36-45,Male,21.6,UPI,VERIFIED
INV003820,2025-03-02,148568,SIP,17745,Tamil Nadu,Chennai,T30,56+,Male,61.2,Mandate,VERIFIED
INV001204,2025-03-02,120843,Lumpsum,460771,Delhi,New Delhi,T30,36-45,Male,15.3,Mandate,VERIFIED
INV001372,2025-03-02,120844,Redemption,193159,Haryana,Faridabad,B30,56+,Male,46.7,UPI,VERIFIED
INV003981,2025-03-02,120842,SIP,20560,Haryana,Faridabad,B30,46-55,Male,46.7,Cheque,VERIFIED
INV001648,2025-03-02,149323,Lumpsum,315104,Telangana,Hyderabad,T30,46-55,Female,96.8,Cheque,VERIFIED
INV001885,2025-03-02,102885,Redemption,10866,Karnataka,Bangalore,T30,26-35,Male,18.8,Cheque,VERIFIED
INV000116,2025-03-02,101208,SIP,4755,West Bengal,Kolkata,T30,18-25,Male,3.2,Mandate,VERIFIED
INV002081,2025-03-02,118636,SIP,52684,Telangana,Hyderabad,T30,26-35,Male,14.2,Net Banking,VERIFIED
INV000602,2025-03-02,120841,SIP,2045,West Bengal,Kolkata,T30,18-25,Male,8.0,Mandate,VERIFIED
INV000481,2025-03-02,125498,Lumpsum,272717,Madhya Pradesh,Bhopal,B30,26-35,Female,13.4,Net Banking,VERIFIED
INV000292,2025-03-02,119598,Lumpsum,186028,Uttar Pradesh,Lucknow,T30,18-25,Male,3.3,Net Banking,VERIFIED
INV002025,2025-03-02,149322,SIP,426,Karnataka,Mysore,B30,26-35,Female,23.7,Net Banking,VERIFIED
INV003391,2025-03-02,120506,SIP,2673,West Bengal,Kolkata,T30,26-35,Male,20.2,Mandate,VERIFIED
INV003344,2025-03-02,102885,Lumpsum,385158,Haryana,Gurugram,T30,36-45,Female,52.5,Net Banking,VERIFIED
INV003625,2025-03-02,102887,Lumpsum,25290,Telangana,Hyderabad,T30,26-35,Female,22.0,Net Banking,VERIFIED
INV003011,2025-03-02,119599,Lumpsum,421995,Gujarat,Ahmedabad,T30,18-25,Male,4.4,Cheque,VERIFIED
INV001562,2025-03-02,101207,SIP,2237,Delhi,Noida,T30,26-35,Male,7.0,Mandate,PENDING
INV000304,2025-03-02,120504,SIP,14409,West Bengal,Kolkata,T30,36-45,Male,25.6,Cheque,VERIFIED
INV000457,2025-03-02,148569,Lumpsum,144550,Haryana,Faridabad,B30,26-35,Female,22.3,Net Banking,VERIFIED
INV002649,2025-03-02,102886,SIP,5404,Tamil Nadu,Coimbatore,B30,46-55,Male,69.7,Cheque,VERIFIED
INV004278,2025-03-02,119093,SIP,993,Punjab,Chandigarh,T30,26-35,Male,21.8,Mandate,VERIFIED
INV004069,2025-03-02,119095,Lumpsum,8468,Delhi,Noida,T30,26-35,Male,21.8,Mandate,VERIFIED
INV001923,2025-03-02,119551,Redemption,293176,Gujarat,Surat,T30,18-25,Female,4.0,Net Banking,VERIFIED
INV003366,2025-03-02,148569,Lumpsum,211908,Madhya Pradesh,Bhopal,B30,18-25,Male,3.3,UPI,VERIFIED
INV002440,2025-03-02,119551,Lumpsum,448530,Karnataka,Bangalore,T30,18-25,Female,3.0,Net Banking,VERIFIED
INV002437,2025-03-02,118634,SIP,54397,Haryana,Faridabad,B30,26-35,Male,24.8,Net Banking,VERIFIED
INV004289,2025-03-02,119092,SIP,9603,Karnataka,Bangalore,T30,26-35,Male,14.8,UPI,VERIFIED
INV000173,2025-03-02,100025,Lumpsum,75968,Maharashtra,Mumbai,T30,26-35,Male,7.6,Cheque,VERIFIED
INV003848,2025-03-02,148568,Lumpsum,113948,Telangana,Hyderabad,T30,26-35,Male,24.0,Cheque,VERIFIED
INV001193,2025-03-02,120507,SIP,3532,Delhi,New Delhi,T30,46-55,Female,66.3,Net Banking,VERIFIED
INV000130,2025-03-02,101207,SIP,3267,Madhya Pradesh,Indore,T30,56+,Female,69.4,Cheque,VERIFIED
INV002157,2025-03-02,148568,Lumpsum,113585,Punjab,Chandigarh,T30,26-35,Male,16.9,Net Banking,VERIFIED
INV001836,2025-03-02,119598,Lumpsum,7391,Uttar Pradesh,Agra,B30,26-35,Male,17.4,Cheque,VERIFIED
INV004024,2025-03-02,118634,SIP,852,Telangana,Hyderabad,T30,36-45,Male,23.1,Mandate,VERIFIED
INV004086,2025-03-02,120841,Redemption,287685,Maharashtra,Nashik,B30,46-55,Male,54.9,Cheque,VERIFIED
INV003437,2025-03-02,119120,SIP,2283,Punjab,Amritsar,B30,46-55,Female,51.0,Net Banking,VERIFIED
INV001916,2025-03-02,120844,Redemption,203246,Haryana,Gurugram,T30,26-35,Male,11.0,UPI,VERIFIED
